Year,Grade Level,Topic,Measure,Breakout,Breakout Value,% of students County,CI +/- County,% of students State,CI +/- State
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Sexual Orientation,Gay or Lesbian,11.1%,7.8%,14.7%,5.8%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Sexual Orientation,Bisexual,11.3%,4.8%,12.9%,3.3%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Sexual Orientation,Questioning,6.7%,4.5%,7.7%,3.4%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Race/Ethnicity,Native American,8.3%,15.7%,14.8%,7.7%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Race/Ethnicity,Asian,3.3%,2.2%,7.2%,3.1%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Race/Ethnicity,Black,6.4%,4.9%,9.7%,5.2%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Race/Ethnicity,Hispanic,15.6%,5.4%,12.6%,3.0%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Race/Ethnicity,Pacific Islander,4.5%,8.7%,13.5%,11.0%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Race/Ethnicity,White,5.7%,2.0%,7.6%,1.3%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Race/Ethnicity,Multi-race,11.2%,4.1%,10.2%,2.5%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Any Disability,No,6.2%,1.4%,6.1%,0.9%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Any Disability,Yes,13.1%,3.9%,17.6%,2.7%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Physical Disability,No,7.6%,1.4%,8.1%,1.0%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Physical Disability,Yes,7.9%,5.3%,16.6%,4.5%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Emotional/Learning Disability,No,6.4%,1.4%,7.2%,0.9%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Emotional/Learning Disability,Yes,16.7%,5.7%,19.7%,3.7%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Others Think I Have Disability,No,6.9%,1.4%,7.1%,0.9%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Others Think I Have Disability,Yes,14.5%,6.0%,21.5%,4.0%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Physical Activity Limited by Disability,No,7.1%,1.4%,8.0%,1.0%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Physical Activity Limited by Disability,Yes,13.0%,6.9%,20.9%,5.2%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Migrant Status,Non-migrant,7.2%,1.4%,8.2%,1.0%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Migrant Status,Migrant,11.1%,5.7%,15.7%,3.7%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Military Parents,Non-militrary,7.3%,1.5%,8.3%,1.1%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Military Parents,Military,7.8%,3.7%,10.3%,2.1%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Lost Home Due to Finances,No,7.2%,1.4%,8.4%,1.0%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Lost Home Due to Finances,Yes,13.6%,14.4%,27.8%,10.4%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Not Enough Money for Food in Past Year,No,6.9%,1.4%,7.8%,0.9%
2021,8,Violence and Safety,Missed School Due to Feeling Unsafe,Not Enough Money for Food in Past Year,Yes,20.8%,11.5%,27.1%,6.8%
2021,8,Violence and Safety,Weapon Carrying at School,Grades in School,Mostly A's,1.1%,0.5%,1.3%,0.4%
2021,8,Violence and Safety,Weapon Carrying at School,Grades in School,Mostly B's,3.6%,1.3%,2.2%,0.7%
2021,8,Violence and Safety,Weapon Carrying at School,Grades in School,Mostly C's,1.7%,1.4%,2.6%,1.0%
2021,8,Violence and Safety,Weapon Carrying at School,Grades in School,Mostly D's/F's,4.7%,2.4%,4.9%,1.6%
2021,8,Violence and Safety,Weapon Carrying at School,Gender Identity,Male,1.5%,0.7%,1.7%,0.5%
2021,8,Violence and Safety,Weapon Carrying at School,Gender Identity,Female,1.8%,0.8%,1.6%,0.5%
2021,8,Violence and Safety,Weapon Carrying at School,Gender Identity,Transgender,10.5%,13.8%,9.7%,7.4%
2021,8,Violence and Safety,Weapon Carrying at School,Sexual Orientation,Heterosexual,1.3%,0.5%,1.5%,0.4%
2021,8,Violence and Safety,Weapon Carrying at School,Sexual Orientation,Gay or Lesbian,5.3%,4.1%,7.0%,3.0%
2021,8,Violence and Safety,Weapon Carrying at School,Sexual Orientation,Bisexual,4.6%,2.3%,2.8%,1.1%
2021,8,Violence and Safety,Weapon Carrying at School,Sexual Orientation,Questioning,1.8%,1.7%,2.0%,1.3%
2021,8,Violence and Safety,Weapon Carrying at School,Race/Ethnicity,Asian,1.5%,1.0%,1.5%,1.0%
2021,8,Violence and Safety,Weapon Carrying at School,Race/Ethnicity,Black,3.3%,2.4%,3.4%,2.2%
2021,8,Violence and Safety,Weapon Carrying at School,Race/Ethnicity,Hispanic,2.7%,1.6%,2.2%,0.9%
2021,8,Violence and Safety,Weapon Carrying at School,Race/Ethnicity,Pacific Islander,2.2%,4.2%,3.8%,4.2%
2021,8,Violence and Safety,Weapon Carrying at School,Race/Ethnicity,White,1.6%,0.7%,1.8%,0.5%
2021,8,Violence and Safety,Weapon Carrying at School,Race/Ethnicity,Multi-race,3.5%,1.6%,3.1%,1.0%
2021,8,Violence and Safety,Weapon Carrying at School,Academic  Failure,Low Risk,1.2%,0.8%,1.5%,0.6%
2021,8,Violence and Safety,Weapon Carrying at School,Academic  Failure,High Risk,3.4%,1.4%,2.9%,0.8%
2021,8,Violence and Safety,Weapon Carrying at School,Low Commitment to School,Low Risk,1.3%,0.9%,1.1%,0.5%
2021,8,Violence and Safety,Weapon Carrying at School,Low Commitment to School,High Risk,2.9%,1.1%,2.9%,0.7%
2021,8,Violence and Safety,Weapon Carrying at School,Poor Family Management,Low Risk,1.2%,0.7%,0.9%,0.4%
2021,8,Violence and Safety,Weapon Carrying at School,Poor Family Management,High Risk,3.9%,1.7%,4.3%,1.2%
2021,8,Violence and Safety,Weapon Carrying at School,Favorable Attitudes Toward Drug Use,Low Risk,1.8%,0.8%,1.5%,0.5%
2021,8,Violence and Safety,Weapon Carrying at School,Favorable Attitudes Toward Drug Use,High Risk,3.1%,1.6%,3.6%,1.1%
2021,8,Violence and Safety,Weapon Carrying at School,Peers Attitudes Favorable Towards Drug Use,Low Risk,1.4%,0.7%,0.8%,0.3%
2021,8,Violence and Safety,Weapon Carrying at School,Peers Attitudes Favorable Towards Drug Use,High Risk,4.6%,2.1%,6.1%,1.6%
2021,8,Violence and Safety,Weapon Carrying at School,Any Disability,No,1.4%,0.7%,1.4%,0.5%
2021,8,Violence and Safety,Weapon Carrying at School,Any Disability,Yes,5.2%,2.6%,4.3%,1.5%
2021,8,Violence and Safety,Weapon Carrying at School,Physical Disability,No,2.1%,0.8%,1.8%,0.5%
2021,8,Violence and Safety,Weapon Carrying at School,Physical Disability,Yes,4.0%,3.8%,5.4%,2.7%
2021,8,Violence and Safety,Weapon Carrying at School,Emotional/Learning Disability,No,1.5%,0.7%,1.8%,0.5%
2021,8,Violence and Safety,Weapon Carrying at School,Emotional/Learning Disability,Yes,7.8%,4.1%,4.1%,1.9%
2021,8,Violence and Safety,Weapon Carrying at School,Others Think I Have Disability,No,1.9%,0.7%,1.7%,0.5%
2021,8,Violence and Safety,Weapon Carrying at School,Others Think I Have Disability,Yes,6.0%,4.0%,5.0%,2.2%
2021,8,Violence and Safety,Weapon Carrying at School,Physical Activity Limited by Disability,No,1.7%,0.7%,1.9%,0.5%
2021,8,Violence and Safety,Weapon Carrying at School,Physical Activity Limited by Disability,Yes,10.0%,6.2%,4.3%,2.6%
2021,8,Violence and Safety,Weapon Carrying at School,Migrant Status,Non-migrant,2.1%,0.5%,2.1%,0.4%
2021,8,Violence and Safety,Weapon Carrying at School,Migrant Status,Migrant,3.2%,2.1%,3.4%,1.3%
2021,8,Violence and Safety,Weapon Carrying at School,Military Parents,Non-militrary,1.7%,0.7%,2.1%,0.6%
2021,8,Violence and Safety,Weapon Carrying at School,Military Parents,Military,4.9%,3.0%,2.2%,1.0%
2021,8,Violence and Safety,Weapon Carrying at School,Lost Home Due to Finances,No,2.0%,0.5%,1.9%,0.3%
2021,8,Violence and Safety,Weapon Carrying at School,Lost Home Due to Finances,Yes,9.1%,7.6%,8.5%,4.3%
2021,8,Violence and Safety,Weapon Carrying at School,Not Enough Money for Food in Past Year,No,1.7%,0.5%,1.7%,0.3%
2021,8,Violence and Safety,Weapon Carrying at School,Not Enough Money for Food in Past Year,Yes,15.6%,6.8%,9.4%,3.1%
2021,10,Violence and Safety,Feeling Unsafe During School,Grades in School,Mostly A's,12.4%,1.4%,13.5%,1.0%
2021,10,Violence and Safety,Feeling Unsafe During School,Grades in School,Mostly B's,15.5%,2.6%,15.6%,1.6%
2021,10,Violence and Safety,Feeling Unsafe During School,Grades in School,Mostly C's,21.3%,4.4%,22.5%,2.2%
2021,10,Violence and Safety,Feeling Unsafe During School,Grades in School,Mostly D's/F's,31.1%,6.8%,28.1%,3.0%
2021,10,Violence and Safety,Feeling Unsafe During School,Gender Identity,Male,10.6%,1.5%,13.2%,1.1%
2021,10,Violence and Safety,Feeling Unsafe During School,Gender Identity,Female,16.4%,1.9%,17.0%,1.3%
2021,10,Violence and Safety,Feeling Unsafe During School,Gender Identity,Transgender,42.9%,21.2%,48.1%,13.6%
2021,10,Violence and Safety,Feeling Unsafe During School,Sexual Orientation,Heterosexual,11.7%,1.3%,14.0%,0.9%
2021,10,Violence and Safety,Feeling Unsafe During School,Sexual Orientation,Gay or Lesbian,21.5%,6.6%,26.6%,5.0%
2021,10,Violence and Safety,Feeling Unsafe During School,Sexual Orientation,Bisexual,20.6%,3.7%,24.9%,2.6%
2021,10,Violence and Safety,Feeling Unsafe During School,Sexual Orientation,Questioning,22.6%,5.2%,19.1%,3.6%
2021,10,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,Native American,11.8%,15.3%,27.1%,8.4%
2021,10,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,Asian,13.0%,2.4%,12.9%,2.3%
2021,10,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,Black,20.7%,5.9%,20.1%,4.8%
2021,10,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,Hispanic,20.1%,4.9%,19.5%,2.1%
2021,10,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,Pacific Islander,28.6%,19.3%,14.0%,7.3%
2021,10,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,White,13.6%,1.6%,15.4%,1.1%
2021,10,Violence and Safety,Feeling Unsafe During School,Race/Ethnicity,Multi-race,16.5%,3.2%,19.4%,2.1%
2021,10,Violence and Safety,Feeling Unsafe During School,Academic  Failure,Low Risk,13.5%,2.1%,13.8%,1.5%
2021,10,Violence and Safety,Feeling Unsafe During School,Academic  Failure,High Risk,23.4%,3.3%,25.5%,1.9%
2021,10,Violence and Safety,Feeling Unsafe During School,Low Commitment to School,Low Risk,8.7%,2.0%,9.3%,1.4%
2021,10,Violence and Safety,Feeling Unsafe During School,Low Commitment to School,High Risk,23.5%,2.7%,26.4%,1.8%
2021,10,Violence and Safety,Feeling Unsafe During School,Poor Family Management,Low Risk,14.3%,1.9%,15.2%,1.3%
2021,10,Violence and Safety,Feeling Unsafe During School,Poor Family Management,High Risk,25.8%,4.6%,30.6%,2.9%
2021,10,Violence and Safety,Feeling Unsafe During School,Favorable Attitudes Toward Drug Use,Low Risk,16.0%,2.3%,17.7%,1.6%
2021,10,Violence and Safety,Feeling Unsafe During School,Favorable Attitudes Toward Drug Use,High Risk,18.2%,2.9%,20.6%,1.9%
2021,10,Violence and Safety,Feeling Unsafe During School,Peers Attitudes Favorable Towards Drug Use,Low Risk,13.5%,2.1%,15.8%,1.4%
2021,10,Violence and Safety,Feeling Unsafe During School,Peers Attitudes Favorable Towards Drug Use,High Risk,22.2%,3.3%,23.8%,2.1%
2021,10,Violence and Safety,Feeling Unsafe During School,Any Disability,No,10.3%,1.6%,11.6%,1.1%
2021,10,Violence and Safety,Feeling Unsafe During School,Any Disability,Yes,19.3%,3.6%,23.3%,2.5%
2021,10,Violence and Safety,Feeling Unsafe During School,Physical Disability,No,12.2%,1.6%,13.9%,1.1%
2021,10,Violence and Safety,Feeling Unsafe During School,Physical Disability,Yes,17.6%,6.0%,23.0%,4.1%
2021,10,Violence and Safety,Feeling Unsafe During School,Emotional/Learning Disability,No,10.6%,1.6%,12.3%,1.1%
2021,10,Violence and Safety,Feeling Unsafe During School,Emotional/Learning Disability,Yes,22.0%,4.6%,26.6%,3.2%
2021,10,Violence and Safety,Feeling Unsafe During School,Others Think I Have Disability,No,11.1%,1.6%,13.4%,1.1%
2021,10,Violence and Safety,Feeling Unsafe During School,Others Think I Have Disability,Yes,22.5%,5.4%,23.9%,3.6%
2021,10,Violence and Safety,Feeling Unsafe During School,Physical Activity Limited by Disability,No,11.6%,1.6%,13.3%,1.1%
2021,10,Violence and Safety,Feeling Unsafe During School,Physical Activity Limited by Disability,Yes,23.3%,6.6%,30.5%,4.7%
2021,10,Violence and Safety,Feeling Unsafe During School,Migrant Status,Non-migrant,14.8%,1.2%,16.8%,0.8%
2021,10,Violence and Safety,Feeling Unsafe During School,Migrant Status,Migrant,18.3%,5.4%,19.2%,3.2%
2021,10,Violence and Safety,Feeling Unsafe During School,Military Parents,Non-militrary,12.1%,1.6%,14.4%,1.2%
2021,10,Violence and Safety,Feeling Unsafe During School,Military Parents,Military,16.6%,5.0%,15.8%,2.4%
2021,10,Violence and Safety,Feeling Unsafe During School,Lost Home Due to Finances,No,14.6%,1.2%,16.4%,0.8%
2021,10,Violence and Safety,Feeling Unsafe During School,Lost Home Due to Finances,Yes,20.3%,10.3%,26.7%,6.2%
2021,10,Violence and Safety,Feeling Unsafe During School,Not Enough Money for Food in Past Year,No,13.9%,1.2%,15.5%,0.8%
2021,10,Violence and Safety,Feeling Unsafe During School,Not Enough Money for Food in Past Year,Yes,35.6%,8.1%,35.8%,4.4%
2021,10,Violence and Safety,Gang Involvement,Grades in School,Mostly A's,3.2%,0.7%,3.5%,0.6%
2021,10,Violence and Safety,Gang Involvement,Grades in School,Mostly B's,3.4%,1.3%,4.0%,0.9%
2021,10,Violence and Safety,Gang Involvement,Grades in School,Mostly C's,3.3%,1.9%,4.2%,1.1%
2021,10,Violence and Safety,Gang Involvement,Grades in School,Mostly D's/F's,4.4%,3.0%,4.3%,1.3%
2021,10,Violence and Safety,Gang Involvement,Gender Identity,Male,3.6%,0.9%,4.5%,0.7%
2021,10,Violence and Safety,Gang Involvement,Gender Identity,Female,3.0%,0.9%,2.9%,0.6%
2021,10,Violence and Safety,Gang Involvement,Gender Identity,Transgender,9.5%,12.6%,9.4%,7.9%
2021,10,Violence and Safety,Gang Involvement,Sexual Orientation,Heterosexual,3.3%,0.7%,3.6%,0.5%
2021,10,Violence and Safety,Gang Involvement,Sexual Orientation,Gay or Lesbian,3.4%,2.9%,5.6%,2.6%
2021,10,Violence and Safety,Gang Involvement,Sexual Orientation,Bisexual,4.1%,1.8%,4.0%,1.2%
2021,10,Violence and Safety,Gang Involvement,Sexual Orientation,Questioning,3.5%,2.3%,4.2%,1.8%
2021,10,Violence and Safety,Gang Involvement,Race/Ethnicity,Native American,13.3%,17.2%,0.9%,1.8%
2021,10,Violence and Safety,Gang Involvement,Race/Ethnicity,Asian,3.9%,1.4%,4.2%,1.4%
2021,10,Violence and Safety,Gang Involvement,Race/Ethnicity,Black,2.7%,2.3%,3.8%,2.2%
2021,10,Violence and Safety,Gang Involvement,Race/Ethnicity,Hispanic,4.2%,2.5%,3.0%,0.9%
2021,10,Violence and Safety,Gang Involvement,Race/Ethnicity,Pacific Islander,5.0%,9.6%,5.9%,5.0%
2021,10,Violence and Safety,Gang Involvement,Race/Ethnicity,White,2.7%,0.8%,3.7%,0.6%
2021,10,Violence and Safety,Gang Involvement,Race/Ethnicity,Multi-race,4.2%,1.7%,5.0%,1.2%
2021,10,Violence and Safety,Gang Involvement,Academic  Failure,Low Risk,2.9%,1.0%,3.9%,0.8%
2021,10,Violence and Safety,Gang Involvement,Academic  Failure,High Risk,3.5%,1.5%,3.7%,0.8%
2021,10,Violence and Safety,Gang Involvement,Low Commitment to School,Low Risk,2.3%,1.1%,3.1%,0.8%
2021,10,Violence and Safety,Gang Involvement,Low Commitment to School,High Risk,3.4%,1.2%,4.0%,0.8%
2021,10,Violence and Safety,Gang Involvement,Poor Family Management,Low Risk,2.6%,0.9%,3.2%,0.6%
2021,10,Violence and Safety,Gang Involvement,Poor Family Management,High Risk,4.7%,2.2%,5.5%,1.4%
2021,10,Violence and Safety,Gang Involvement,Favorable Attitudes Toward Drug Use,Low Risk,2.9%,1.0%,3.3%,0.7%
2021,10,Violence and Safety,Gang Involvement,Favorable Attitudes Toward Drug Use,High Risk,3.0%,1.3%,4.0%,0.9%
2021,10,Violence and Safety,Gang Involvement,Peers Attitudes Favorable Towards Drug Use,Low Risk,3.1%,1.0%,3.5%,0.7%
2021,10,Violence and Safety,Gang Involvement,Peers Attitudes Favorable Towards Drug Use,High Risk,2.9%,1.3%,3.9%,0.9%
2021,10,Violence and Safety,Gang Involvement,Any Disability,No,3.5%,1.0%,3.6%,0.7%
2021,10,Violence and Safety,Gang Involvement,Any Disability,Yes,3.6%,1.7%,5.1%,1.3%
2021,10,Violence and Safety,Gang Involvement,Physical Disability,No,3.4%,0.9%,3.8%,0.6%
2021,10,Violence and Safety,Gang Involvement,Physical Disability,Yes,5.1%,3.5%,6.8%,2.5%
2021,10,Violence and Safety,Gang Involvement,Emotional/Learning Disability,No,3.6%,1.0%,4.0%,0.6%
2021,10,Violence and Safety,Gang Involvement,Emotional/Learning Disability,Yes,3.5%,2.0%,4.1%,1.4%
2021,10,Violence and Safety,Gang Involvement,Others Think I Have Disability,No,3.3%,0.9%,3.7%,0.6%
2021,10,Violence and Safety,Gang Involvement,Others Think I Have Disability,Yes,5.3%,2.9%,6.5%,2.1%
2021,10,Violence and Safety,Gang Involvement,Physical Activity Limited by Disability,No,3.5%,0.9%,3.9%,0.6%
2021,10,Violence and Safety,Gang Involvement,Physical Activity Limited by Disability,Yes,3.8%,2.9%,5.1%,2.2%
2021,10,Violence and Safety,Gang Involvement,Migrant Status,Non-migrant,3.3%,0.6%,3.7%,0.4%
2021,10,Violence and Safety,Gang Involvement,Migrant Status,Migrant,5.0%,3.0%,5.7%,1.8%
2021,10,Violence and Safety,Gang Involvement,Military Parents,Non-militrary,3.4%,0.9%,3.7%,0.6%
2021,10,Violence and Safety,Gang Involvement,Military Parents,Military,3.8%,2.6%,4.5%,1.3%
2021,10,Violence and Safety,Gang Involvement,Lost Home Due to Finances,No,3.0%,0.6%,3.6%,0.4%
2021,10,Violence and Safety,Gang Involvement,Lost Home Due to Finances,Yes,18.0%,9.7%,12.0%,4.5%
2021,10,Violence and Safety,Gang Involvement,Not Enough Money for Food in Past Year,No,3.1%,0.6%,3.6%,0.4%
2021,10,Violence and Safety,Gang Involvement,Not Enough Money for Food in Past Year,Yes,8.5%,4.6%,6.9%,2.3%
2021,10,Violence and Safety,Gangs at School,Grades in School,Mostly A's,24.7%,1.8%,23.7%,1.3%
2021,10,Violence and Safety,Gangs at School,Grades in School,Mostly B's,22.8%,3.0%,24.1%,1.9%
2021,10,Violence and Safety,Gangs at School,Grades in School,Mostly C's,25.2%,4.7%,23.7%,2.3%
2021,10,Violence and Safety,Gangs at School,Grades in School,Mostly D's/F's,18.9%,5.7%,23.1%,2.8%
2021,10,Violence and Safety,Gangs at School,Gender Identity,Male,25.9%,2.1%,26.2%,1.4%
2021,10,Violence and Safety,Gangs at School,Gender Identity,Female,24.5%,2.2%,23.0%,1.4%
2021,10,Violence and Safety,Gangs at School,Gender Identity,Transgender,14.3%,15.0%,20.8%,10.9%
2021,10,Violence and Safety,Gangs at School,Sexual Orientation,Heterosexual,25.6%,1.7%,25.2%,1.1%
2021,10,Violence and Safety,Gangs at School,Sexual Orientation,Gay or Lesbian,27.0%,7.2%,26.1%,5.0%
2021,10,Violence and Safety,Gangs at School,Sexual Orientation,Bisexual,21.0%,3.7%,20.1%,2.4%
2021,10,Violence and Safety,Gangs at School,Sexual Orientation,Questioning,18.5%,4.8%,17.3%,3.5%
2021,10,Violence and Safety,Gangs at School,Race/Ethnicity,Native American,40.0%,24.8%,29.7%,8.5%
2021,10,Violence and Safety,Gangs at School,Race/Ethnicity,Asian,24.6%,3.0%,23.9%,2.9%
2021,10,Violence and Safety,Gangs at School,Race/Ethnicity,Black,28.3%,6.5%,31.4%,5.4%
2021,10,Violence and Safety,Gangs at School,Race/Ethnicity,Hispanic,23.6%,5.2%,20.4%,2.1%
2021,10,Violence and Safety,Gangs at School,Race/Ethnicity,Pacific Islander,35.0%,20.9%,31.8%,9.9%
2021,10,Violence and Safety,Gangs at School,Race/Ethnicity,White,23.9%,2.0%,24.2%,1.3%
2021,10,Violence and Safety,Gangs at School,Race/Ethnicity,Multi-race,22.0%,3.6%,22.3%,2.2%
2021,10,Violence and Safety,Gangs at School,Academic  Failure,Low Risk,23.2%,2.6%,23.9%,1.8%
2021,10,Violence and Safety,Gangs at School,Academic  Failure,High Risk,23.9%,3.4%,23.5%,1.9%
2021,10,Violence and Safety,Gangs at School,Low Commitment to School,Low Risk,26.0%,3.1%,25.0%,2.0%
2021,10,Violence and Safety,Gangs at School,Low Commitment to School,High Risk,21.5%,2.6%,22.5%,1.7%
